AlgaeBloomReportID,UpdatedOn,CreatedOn,RegionalBoardID,CountyID,Latitude,Longitude,ObservationDate,HasPostedSigns,HasContactWithWater,WaterBodyType,WaterBodyName,WaterBodyManager,RecLandManager,IsIncidentResoloved,IncidentInformation,TypeofSign,OfficialWaterBodyName,BloomLastVerifiedOn,BloomDeterminedBy,ApprovedforPost
2160,12/4/2020 14:47,22:28.2,5,17,38.948856,-122.66023,1/9/2020,No,No,Lake,Clear Lake - Jago Bay (JB),Lake County Water Resources Department,Lake County Water Resources Department,No,"The Big Valley Band of Pomo Indians and the Elem Indian Colony conduct cyanobacteria harmful algal bloom (HAB) sampling in Clear Lake and (Upper) Blue Lakes. HAB sample results and recreational advisories shown below and on Big Valley's Cyanotoxin webpage: https://www.bvrancheria.com/clearlakecyanotoxins 
**************************************************
RESULTS FOR 2020 HAB SAMPLING & RECREATIONAL ADVISORY for Jago Bay (JB)

12/4/20: Results from samples collected on 11/23 contained 4.93 ug/L microcystin. Caution advisory.

11/17/20:  Lab results from samples collected on 11/3 detected 2.2 ug/L microcystins. Posting downgraded to caution advisory.

10/30/20:  Lab results from samples collected on 10/20/20 detected 7 ug/L microcystins. Posting reduced to warning advisory. 

10/15/20: Lab results from samples collected on 10/6/20 detected 26 ug/L microcystins. Posting of danger advisory continues.  

9/25/20: Lab results from samples collected on 9/16/20 advised signage to change to Danger advisory.

9/21/20: Very intense blooms present and bad odor and  were observed while samples were taken on 9/16/20. Caution advisory remains. Lab results pending. 

9/05/20: Present blooms, sewer-like odor and dried mats on shoreline were observed while samples were taken on 9/02/20. Caution advisory recommended. Lab results pending. 

8/28/20: Lab results for samples collected on 8/18 detected 1.6 ug/L microcystins. No change in advisory.

8/22/20: On 8/18/20, samples were taken  followed by microscopy and Abraxis field test analysis. Present turbid, green water, with some scatterd foam and possible lyngbya blood. Lab results pending. Caution advisory. 

8/13/20: Lab results update showed 2.17 ug/L of microcystins in water samples collected on 8/4/20. Caution advisory.

8/6/20: On 8/4/20, lab results showed no visible bloom, slight odor, and very turbid water.

7/28/20: On 7/21/20, lab results detected 13.85 ug/L of microcystins. Warning advisory issued.

7/17/20: On 7/7/20, lab results detected 5.42 ug/L of microcystins. Caution advisory issued.

07/10/20: Abraxis strips diluted apear near or above 20 ug/L for Gloeotrichia sp. And Microcystis sp. Danger advisory remains.

6/30/20: Bloom present. Lab results show 76.8 ug/L cyanotoxins. Danger advisory has been issued. 

6/25/20: Field sampling on 6/23/20 observed heavy blooms with sewer smells and dead fish observed. Gloeotrichia and Microcystis estimated to be above 10 ug/L. Lab results pending. Warning advisory issued.
06-12-2020: Samples collected on 8-June contained 53 ug/L of microcystin. DANGER advisory.

05-29-2020: Sampling conducted on 5/15. No advisory recommended.
04/14/2020: Sampling conducted. No advisory is recommended. 
3/23/2020: Lab analysis of water sample collected on 3/16 was non-detect for microcystin. Caution sign will remain in place until April testing completed. Public is urged as a safety precaution to avoid water contact with any visible bloom material. 
3/16/2020: Water discoloration observed and sample collected. Water testing detected moderate concentration of microcystin genes. Additional samples collected for toxin testing on 3/16. Posting of advisory sign being coordinated. 
01-07-2020 : No evidence of bloom. No advisories recommended.",Caution,Clear Lake - Jago Bay (JB),11/23/2020,Analytical,TRUE
1763,12/21/2018 0:00,39:13.9,5,17,39.121277,-122.85554,6/4/2018,No,No,Lake,Clear Lake - Keeling Park (KP01),Lake County,Lake County,No,"12/21/2018: Elem Indian Colony and Big Valley Rancheria conducting winter cyanobacteria monitoring around the lake. 
Results of microcystin testing for this site:
12/11/2018: 0.22 ug/L (below advisory level)
11/14/2018: Non-Detect

10/19/2018: Elem Indian Colony and Big Valley Rancheria conducting summer cyanobacteria monitoring around the lake. 
Results of microcystin testing for this site:
10/16/2018: 0.63 ug/L (below Caution, no advisory)
10/03/2018: Non-Detect (no advisory)
09/18/2018: 0.17 ug/L (below Caution, no advisory)
09/04/2018: Non-Detect (no advisory)
08/21/2018: 0.50 ug/L (below advisory level)
08/07/2018: Not sampled due to fire in area
07/17/2018: 4.0 ug/L (above CAUTION advisory level)
07/02/2018: Non-Detect
06/19/2018: Non-Detect",None,Clear Lake - Keeling Park (KP01),12/11/2018,Analytical,TRUE
1897,10/21/2019 0:00,29:16.3,5,17,39.121277,-122.85554,1/23/2019,No,No,Lake,Clear Lake - Keeling Park (KP01),Lake County,Lake County,No,"Summer Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony. Sampling from June - October 2019.  Results from monitoring listed by most recent date.  For more information, go to https://www.bvrancheria.com/clearlakecyanotoxins
RESULTS for Keeling Park:
10/15/19: 0.22 ug/L microcystin; no advisory for recreation
10/1/19: 0.16 ug/L microcystin; no advisory for recreation
9/3/19: 0.11 ug/L microcystin; no advisory for recreation
8/20/19: Non-detect for microcystin; no advisory for recreation
8/5/19: 0.16 ug/L microcystin; no advisory
07-22-2019: 0.16 ug/L microcystin; No advisory for recreation
07-08-2019: Non-Detect; No advisory for recreation
06-25-2019: Non-Detect; No advisory for recreation
06-11-2019: Non-Detect; No advisory for recreation

05/24/2019 - Winter Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony tribes. Sampling from November 2018 - May 2019.
Results from monitoring listed by most recent date:
05/14/2019:  Non-Detect; no advisory
04/16/2019:  Non-Detect; no advisory
03/19/2019:  Non-Detect; no advisory
02/20/2019:  Non-Detect; no advisory
01/23/2019:  Non-Detect; no advisory
12/11/2018:  Microcystin 0.22 ug/L (below Caution advisory level) 
11/14/2018:  Non-Detect; no advisory",None,Clear Lake - Keeling Park (KP01),10/15/2019,Analytical,TRUE
2148,12/4/2020 14:50,49:56.5,5,17,39.121277,-122.85554,1/9/2020,No,No,Lake,Clear Lake - Keeling Park (KP01),Lake County Water Resources Department,Lake County Water Resources Department,No,"The Big Valley Band of Pomo Indians and the Elem Indian Colony conduct cyanobacteria harmful algal bloom (HAB) sampling in Clear Lake and (Upper) Blue Lakes. HAB sample results and recreational advisories shown below and on Big Valley's Cyanotoxin webpage: https://www.bvrancheria.com/clearlakecyanotoxins 
**************************************************
RESULTS FOR 2020 HAB SAMPLING & RECREATIONAL ADVISORY

12/4/20: Results from samples collected on 11/23 contained 0.94 ug/L microcystin. Caution advisory.

11/17/20:  Lab results from samples collected on 11/3 detected 12.4 ug/L microcystins. Posting advisory increased to warning. 

10/30/20:  Lab results from samples collected on 10/20/20 detected 5.3 ug/L microcystins. Posting reduced to caution advisory. 

10/15/20: Lab results from samples collected on 10/6/20 detected 20.4 ug/L microcystins. Posting of danger advisory continues.  

9/25/20: Lab results from samples collected on 9/16/20 advised signage to change to Danger advisory.

9/21/20: Bloom present with bad odor were observed while samples were taken on 9/16/20. Caution advisory recommended. Lab results pending. 

9/05/20: Present blooms and slight odor were observed while samples were taken on 9/02/20. Caution advisory recommended. Lab results pending. 

8/28/20: Lab results for samples collected on 8/18 detected 0.78 ug/L microcystins. No cadvisory posted.

8/22/20: On 8/18/20, samples were taken  followed by microscopy and Abraxis field test analysis. Slight blooms seem to be present, with no odor and foam on shoreline. Lab results pending. Caution advisory. 

6/30/20: Bloom present. Lab results show 0.41 ug/L cyanotoxins.

6/25/20: Field sampling on 6/23/20 observed heavy blooms with sewer smells and dead fish observed. Gloeotrichia and Microcystis estimated to be above 10 ug/L. Lab results pending. Warning advisory issued.",Caution,Clear Lake - Keeling Park (KP01),11/23/2020,Analytical,TRUE
1708,12/21/2018 0:00,56:15.4,5,17,39.042359,-122.91287,1/23/2018,No,No,Lake,Clear Lake - Lakeport 1st Street RAMP (LPTNT),Lake County,,No,"12/21/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting winter cyanobacteria monitoring. 
Lab results for Microcystin analysis for this site:
12/11/2018: 0.22 ug/L (below advisory level)
11/14/2018: Non-Detect

10/19/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summer cyanobacteria monitoring. 
Lab results for Microcystin analysis for this site:
10/16/2018: 0.18 ug/L (below Caution; no advisory)
10/03/2018: 0.12 ug/L (below Caution; no advisory)
09/18/2018: Non-Detect
09/04/2018: Non-Detect
08/21/2018: Non-Detect
08/07/2018: Non-Detect
07/17/2018: Non-Detect
07/02/2018: Non-Detect
06/19/2018: Non-Detect
06/04/2018: Non-Detect

05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.
Lab results for Microcystin analysis:
05/21/2018 - Non-Detect
04/17/2018 - Non-Detect
03/20/2018 - Non-Detect
02/20/2018 - Non-Detect
01/23/2018 - Non-Detect
12/19/17- 0.10 ug/L (quantitation limit is 0.15 ug/L; values below quantitation limit should be considered an estimated value.)",None,Clear Lake - Lakeport 1st Street Ramp (LPTNT),12/11/2018,analytical test,TRUE
1896,10/21/2019 0:00,25:45.3,5,17,39.042359,-122.91287,1/23/2019,No,No,Lake,Clear Lake - Lakeport 1st Street Ramp (LPTNT),Lake County,Lake County,No,"Summer Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony. Sampling from June - October 2019.  Results from monitoring listed by most recent date.  For more information, go to https://www.bvrancheria.com/clearlakecyanotoxins
RESULTS for Lakeport 1st Street Ramp:
10/15/19: 0.12 ug/L microcystin; No advisory for recreation
10/1/19: 0.12 ug/L for microcystin; No advisory for recreation
9/17/19: Non-Detect for microcystin; No advisory for recreation
9/3/19: Non-Dectect for microcystin; No advisory for recreation
8/5/19:Non-Detect; No advisory for recreation
07-22-2019: Non-Detect; No advisory for recreation
07-08-2019: Non-Detect; No advisory for recreation
06-25-2019: Non-Detect; No advisory for recreation
06-11-2019: Non-Detect; No advisory for recreation

05/24/2019 - Winter Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony tribes. Sampling from November 2018 - May 2019.
Results from monitoring listed by most recent date:
05/14/2019:  Non-Detect; no advisory
04/16/2019:  Non-Detect; no advisory
03/19/2019:  Non-Detect; no advisory
02/20/2019:  Non-Detect; no advisory
01/23/2019:  Non-Detect; no advisory
12/11/2018:  Microcystin 0.22 ug/L (below Caution advisory level) 
11/14/2018:  Non-Detect; no advisory",None,Clear Lake - Lakeport 1st Street Ramp (LPTNT),10/15/2019,Analytical,TRUE
2147,12/4/2020 14:52,47:01.8,5,17,39.042359,-122.91287,1/9/2020,No,No,Lake,Clear Lake - Lakeport 1st Street Ramp (LPTNT),Lake County Water Resources Department,Lake County Water Resources Department,No,"The Big Valley Band of Pomo Indians and the Elem Indian Colony conduct cyanobacteria harmful algal bloom (HAB) sampling in Clear Lake and (Upper) Blue Lakes. HAB sample results and recreational advisories shown below and on Big Valley's Cyanotoxin webpage: https://www.bvrancheria.com/clearlakecyanotoxins 
**************************************************
RESULTS FOR 2020 HAB SAMPLING & RECREATIONAL ADVISORY for Lakeport 1st St Ramp (LPTNT)

12/4/20: Results from samples collected on 11/23 contained 3.29 ug/L microcystin. Caution advisory.

11/17/20:  Lab results from samples collected on 11/3 detected 1.4 ug/L microcystins. Posting of caution continues.

10/30/20:  Lab results from samples collected on 10/20/20 detected 4.5 ug/L microcystins. Posting reduced to caution advisory. 

10/15/20: Lab results from samples collected on 10/6/20 detected 18 ug/L microcystins. Posting of warning advisory continues.  

9/25/20: Lab results from samples collected on 9/16/20 advised signage to change to Warning advisory.

9/21/20: Bloom present with slight odor were observed while samples were taken on 9/16/20. Caution advisory. Lab results pending. 

9/05/20: Intense blooms and very intense odor were observed while samples were taken on 9/02/20. Warning advisory remains. Lab results pending. 

8/28/20: Lab results for samples collected on 8/18 detected7.28 ug/L microcystins. Advisory upgraded to Warning.

8/22/20: On 8/18/20, samples were taken  followed by microscopy and Abraxis field test analysis. Blooms seem to be present, with slight odor. Lab results pending. Caution advisory. 

8/13/20: Lab results update showed 0.44 ug/L of microcystins in water samples collected on 8/4/20.

8/6/20: On 8/4/20, preliminary results showed dominant cyanobacteria of Lyngbya followed by Microcystis. There is also slight bloom, murky water, and no odor. Lab results pending.

07/01/20: Bloom present.

04-14-2020: Sampling conducted. No advisory recommended.

01-07-2020 : No evidence of bloom. No advisory recommended.",Caution,Clear Lake - Lakeport 1st Street Ramp (LPTNT),11/23/2020,Analytical,TRUE
1761,10/19/2018 0:00,27:36.3,5,17,39.063888,-122.91361,6/4/2018,No,No,Lake,Clear Lake - Lakeshore at Rainbow (LS2),Lake County,Lake County,Yes,"10/19/2018: Elem Indian Colony and Big Valley Rancheria conducting summertime cyanobacteria monitoring. 
Lab Results for Microcystin Analysis for this site:
10/16/2018: 0.42 ug/L (below Caution, no advisory)
10/03/2018: 0.16 ug/L (below Caution, no advisory)
09/18/2018: 0.43 ug/L (below Caution, no advisory)
09/04/2018: Non-Detect (no advisory)
08/21/2018: 0.11 ug/L (below advisory)
08/07/2018: Non-Detect
07/17/2018: Non-Detect
07/02/2018: Non-Detect
06/19/2018: Non-Detect",None,Clear Lake - Lakeshore at Rainbow (LS2),10/16/2018,Analytical,TRUE
1910,11/8/2019 0:00,24:06.4,5,17,39.063888,-122.91361,5/10/2019,No,No,Lake,Clear Lake - Lakeshore at Rainbow (LS2),Lake County,Lake County,No,"Winter HAB Monitoring Program by the Big Valley Rancheria Band of Pomo Indians and the Elem Indian Colony (November 2019 -May 2020). See results below.  For more information on the Clear Lake Cyanobacteria Monitoring Program, go to https://www.bvrancheria.com/clearlakecyanotoxins
*********************************************
11/04/19: 0.16 ug/L microcystin; no advisory recommended.

Summer Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony tribes.  Sampling from June - October 2019.  Results from monitoring listed by most recent date.  For more information, go to https://www.bvrancheria.com/clearlakecyanotoxins 
RESULTS for Lakeshore at Rainbow
11/01/19: SUMMER MONITORING PROGRAM ENDED; SEE WINTER MONITORING PROGRAM
10/15/19: 0.19 ug/L microcystin; no advisory for recreation
10/1/19: 0.11 ug/L microcystin; no advisory for recreation",None,Clear Lake - Lakeshore at Rainbow (LS2),11/4/2019,Analytical,TRUE
2157,12/4/2020 14:52,14:04.7,5,17,39.063888,-122.91361,1/9/2020,No,No,Lake,Clear Lake - Lakeshore at Rainbow (LS2),Lake County Water Resources Department,Lake County Water Resources Department,No,"The Big Valley Band of Pomo Indians and the Elem Indian Colony conduct cyanobacteria harmful algal bloom (HAB) sampling in Clear Lake and (Upper) Blue Lakes. HAB sample results and recreational advisories shown below and on Big Valley's Cyanotoxin webpage: https://www.bvrancheria.com/clearlakecyanotoxins 
**************************************************
RESULTS FOR 2020 HAB SAMPLING & RECREATIONAL ADVISORY

12/4/20: Results from samples collected on 11/23 contained 2.71 ug/L microcystin. Caution advisory.

11/17/20:  Lab results from samples collected on 11/3 detected 1.8 ug/L microcystins. Posting advisory downgraded to caution.

10/30/20:  Lab results from samples collected on 10/20/20 detected 6.8 ug/L microcystins. Posting reduced to warning advisory. 

9/25/20: Lab results from samples collected on 9/16/20 advised signage to change to Danger advisory.

9/21/20: Bloom present with a sewage odor were observed while samples were taken on 9/16/20. Warning advisory remains. Lab results pending. 

9/05/20: Sewer blooms and strong odor were observed while samples were taken on 9/02/20. Warning advisory remains. Lab results pending. 

8/28/20: Lab results for samples collected on 8/18 detected 10.9 ug/L microcystins. Advisory upgraded to warning.

8/22/20: On 8/18/20, samples were taken  followed by microscopy and Abraxis field test analysis. Blooms seem to be present, with  odor. Lab results pending. Caution advisory. 

7/01/20: Slight bloom present.",Caution,Clear Lake - Lakeshore at Rainbow (LS2),11/23/2020,Analytical,TRUE
2164,12/4/2020 14:51,32:25.6,5,17,38.981029,-122.68986,1/9/2020,No,No,Lake,Clear Lake - Lily Cove (LC01),Lake County Water Resources Department,Lake County Water Resources Department,No,"The Big Valley Band of Pomo Indians and the Elem Indian Colony conduct cyanobacteria harmful algal bloom (HAB) sampling in Clear Lake and (Upper) Blue Lakes. HAB sample results and recreational advisories shown below and on Big Valley's Cyanotoxin webpage: https://www.bvrancheria.com/clearlakecyanotoxins 
**************************************************
RESULTS FOR 2020 HAB SAMPLING & RECREATIONAL ADVISORY for Lily Cove (LC01)

12/4/20: Results from samples collected on 11/23 contained 1.83 ug/L microcystin. Caution advisory.

11/17/20:  Lab results from samples collected on 11/3 detected 5.1 ug/L microcystins. Posting advisory downgraded to caution.

10/30/20:  Lab results from samples collected on 10/20/20 detected 11 ug/L microcystins. Posting reduced to warning advisory. 

10/15/20: Lab results from samples collected on 10/6/20 detected 417 ug/L microcystins. Posting of danger advisory continues.  

9/25/20: Lab results from samples collected on 9/16/20 advised signage to change to Danger advisory.

9/21/20: Blooms present with slight odor were observed while samples were taken on 9/16/20. Caution advisory remains. Lab results pending. 

9/05/20: Slight blooms and slight odor were observed while samples were taken on 9/02/20. Caution advisory remains. Lab results pending. 

8/22/20: On 8/18/20, samples were taken  followed by microscopy and Abraxis field test analysis. Stratified blooms seem to be present, with sulfur-like odor. Lab results pending. Caution advisory. 

8/13/20: Lab results update showed 1.06 ug/L of microcystins in water samples collected on 8/4/20. Caution advisory.

8/6/20: On 8/4/20, lab results showed bloom present and slight odor.

7/28/20: On 7/21/20, lab results detected 54.68 ug/L of microcystins. Danger advisory issued.

7/24/20: On 7/21/20, preliminary cyanotoxin testing results recommend Caution signage based on site conditions and preliminary Abraxis testing results that showed microcystin levels above 10 ug/L. Lab results pending.  

7/01/20: Heavy bloom present. Lab results show 9.79 ug/L cyanotoxin. Warning advisory issued. 

6/25/20: Field sampling on 6/23/20 observed heavy blooms with sewer smells and dead fish observed. Gloeotrichia and Microcystis estimated to be above 10 ug/L. Lab results pending. Warning advisory issued.
05-29-2020: Sampling conducted on 5/15. No advisory recommended.
04-14-2020: Sampling conducted. No advisory recommended.
01-07-2020 : No evidence of bloom. No advisory recommended.",Caution,Clear Lake - Lily Cove (LC01),11/23/2020,Analytical,TRUE
1720,12/21/2018 0:00,59:55.6,5,17,38.9643,-122.67888,1/23/2018,No,No,Lake,Clear Lake - Lower Arm in Center of Lake (DWR Site CL-03),Lake County,Lake County,No,"12/21/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting winter cyanobacteria monitoring. 
Lab results for Microcystin analysis of this site:
12/11/2018: 0.36 ug/L (below advisory level)
11/14/2018: Non-Detect

10/19/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summertime cyanobacteria monitoring. 
Lab results for Microcystin analysis of this site:
10/16/2018: 0.10 (below Caution, no advisory)
10/10/2018: Not sampled
09/18/2018: 0.13 ug/L (below advisory levels)
08/21/2018: 0.67 ug/L (below advisory levels)
06/19/2018: Non-Detect

05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.
Lab results for Microcystin analysis:
05/21/2018 - Non-Detect
04/17/2018 - Non-Detect
02/20/2018 - Non-Detect
01/23/2018 - Non-Detect
12/19/2017 - 0.16 ug/L (below Caution advisory level of 0.8 ug/L)",None,Clear Lake - Lower Arm in Center of Lake (DWR Site CL-03),12/11/2018,Analytical,TRUE
1904,9/16/2019 0:00,54:03.6,5,17,38.9643,-122.67888,1/23/2019,No,No,Lake,"Clear Lake - Lower Arm, Center of the Lake (DWR site CL-3)",Lake County,Lake County,No,"Summer Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony tribes. Sampling from June - October 2019. Results from monitoring listed by most recent date, and data found on Big Valley EPA website: https://www.bvrancheria.com/clearlakecyanotoxins
08-13-2019 - 0.11 ug/L microcystin; No advisory for recreation
07-09-2019 - Non-Detect; No advisory for recreation
06-25-2019 - Non-Detect; No advisory for recreation

***************************************************
06/01/2019 - END of Winter Cyanobacteria Monitoring Program
05/24/2019 - Winter Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony tribes. Sampling from November 2018 - May 2019.
Results from monitoring listed by most recent date:
05/14/2019:  Non-Detect; no advisory
04/16/2019:  Non-Detect; no advisory
03/19/2019:  Non-Detect; no advisory
01/23/2019:  0.13 ug/L (below Caution advisory level)
12/11/2018:  0.36 ug/L (below Caution advisory level)",None,"Clear Lake - Lower Arm, Center of the Lake (DWR site CL-3)",8/13/2019,Analytical,TRUE
2175,7/29/2020 13:03,00:28.5,5,17,38.983,-122.717,1/9/2020,No,No,Lake,"Clear Lake - Lower Arm, UCD site (LA-03)",Lake County Water Resources Department,Lake County Water Resources Department,No,"The Big Valley Band of Pomo Indians and the Elem Indian Colony conduct cyanobacteria harmful algal bloom (HAB) sampling in Clear Lake and (Upper) Blue Lakes. HAB sample results and recreational advisories shown below and on Big Valley's Cyanotoxin webpage: https://www.bvrancheria.com/clearlakecyanotoxins 
**************************************************
RESULTS FOR 2020 HAB SAMPLING & RECREATIONAL ADVISORY at Lower Arm, UCD Site (LA-03)

7/28/20: On 7/21/20, lab results detected 0.15 ug/L of microcystins.

7/24/20: On 7/21/20, preliminary cyanotoxin testing results recommend Caution signage based on site conditions and preliminary Abraxis testing results that showed microcystin levels above 10 ug/L. Lab results pending.",None,"Clear Lake - Lower Arm, UCD site (LA-03)",7/21/2020,Analytical,TRUE
1898,10/21/2019 0:00,32:46.6,5,17,39.089696,-122.79611,1/23/2019,No,No,Lake,Clear Lake - Lucerne Harbor Park (LUC01),Lake County,Lake County,No,"Summer Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony. Sampling from June - October 2019.  Results from monitoring listed by most recent date.  For more information, go to https://www.bvrancheria.com/clearlakecyanotoxins
RESULTS for Lucerne Harbor Park:
10/15/19: 0.21 ug/L for microcystin; no advisory for recreation
10/1/19: 0.30 ug/L for microcystins; no advisory for recreation
9/17/19: Non-detect for microcystins; no advisory for recreation
9/3/19: Non-detect for microcystins; no advisory for recreation
8/20/19: Non-detect for microcystins; no advisory for recreation
8/5/19: 0.11 ug/L microcystin; no advisory for recreation
07-22-2019: 0.10 ug/L microcystin; No advisory for recreation
07-08-2019: Non-Detect; No advisory for recreation
06-25-2019: Non-Detect; No advisory for recreation
06-11-2019: Non-Detect; No advisory for recreation

05/24/2019 - Winter Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony tribes. Sampling from November 2018 - May 2019.
Results from monitoring listed by most recent date:
05/14/2019:  Non-Detect; no advisory
04/16/2019:  Non-Detect; no advisory
03/19/2019:  Non-Detect; no advisory
02/20/2019:  Non-Detect; no advisory
01/23/2019:  Non-Detect; no advisory
12/11/2018:  Microcystin 0.20 ug/L (below Caution advisory level) 
11/14/2018:  Non-Detect; no advisory",None,Clear Lake - Lucerne Harbor Park (LUC01),10/15/2019,Analytical,TRUE
2149,12/4/2020 14:56,53:24.9,5,17,39.089696,-122.79611,1/9/2020,No,No,Lake,Clear Lake - Lucerne Harbor Park (LUC01),Lake County Water Resources Department,Lake County Water Resources Department,No,"The Big Valley Band of Pomo Indians and the Elem Indian Colony conduct cyanobacteria harmful algal bloom (HAB) sampling in Clear Lake and (Upper) Blue Lakes. HAB sample results and recreational advisories shown below and on Big Valley's Cyanotoxin webpage: https://www.bvrancheria.com/clearlakecyanotoxins 
**************************************************
RESULTS FOR 2020 HAB SAMPLING & RECREATIONAL ADVISORY 

12/4/20: Results from samples collected on 11/23 contained 0.74 ug/L microcystin. No advisory.

11/17/20:  Lab results from samples collected on 11/3 detected 1.4 ug/L microcystins. Posting of caution continues.

10/30/20:  Lab results from samples collected on 10/20/20 detected 1.2 ug/L microcystins. Posting reduced to cautionadvisory. 

10/15/20: Lab results from samples collected on 10/6/20 detected 9 ug/L microcystins. Posting downgraded to warning.

9/25/20: Lab results from samples collected on 9/16/20 advised signage to change to Danger advisory.

9/21/20: Blooms with yellow foam were observed while samples were taken on 9/16/20. Caution advisory remains. Lab results pending. 

9/05/20: Slight blooms and no odor were observed while samples were taken on 9/02/20. Caution advisory. Lab results pending. 

8/28/20: Lab results for samples collected on 8/18 detected 0.32 ug/L microcystins. No advisory posted.

7/24/20: On 7/21/20, preliminary cyanotoxin testing results recommend Caution signage based on site conditions and preliminary Abraxis testing results that showed microcystin levels above 10 ug/L. Lab results pending.  

7/17/20: On 7/7/20, lab results detected 0.75 ug/L of microcystins. Caution advisory issued.

7/01/20: Bloom present. Lab results show qPCR microcystins of 97,070 copies/mL. Caution advisory issued. 

6/25/20: Field sampling on 6/23/20 observed heavy blooms with sewer smells and dead fish observed. Gloeotrichia and Microcystis estimated to be above 10 ug/L. Lab results pending. Warning advisory issued. 
05-29-2020: Sampling conducted on 5/15. No advisory recommended.
04-14-2020: Sampling conducted. No advisory recommended.",None,Clear Lake - Lucerne Harbor Park (LUC01),11/23/2020,Analytical,TRUE
2173,7/29/2020 13:01,56:14.7,5,17,39.028,-122.745,1/9/2020,No,No,Lake,"Clear Lake - Narrows, UCD site (NR-02)",Lake County Water Resources Department,Lake County Water Resources Department,No,"The Big Valley Band of Pomo Indians and the Elem Indian Colony conduct cyanobacteria harmful algal bloom (HAB) sampling in Clear Lake and (Upper) Blue Lakes. HAB sample results and recreational advisories shown below and on Big Valley's Cyanotoxin webpage: https://www.bvrancheria.com/clearlakecyanotoxins 
**************************************************
RESULTS FOR 2020 HAB SAMPLING & RECREATIONAL ADVISORY for Narrows, UCD site (NR-02)

7/28/20: On 7/21/20, lab results showed no cyanotoxins were detected in water samples. 

7/24/20: On 7/21/20, preliminary cyanotoxin testing results recommend Caution signage based on site conditions and preliminary Abraxis testing results that showed microcystin levels above 10 ug/L. Lab results pending.",None,"Clear Lake - Narrows, UCD site (NR-02)",7/21/2020,Analytical,TRUE
1721,12/21/2018 0:00,04:10.0,5,17,39.0116,-122.69611,1/23/2018,No,No,Lake,Clear Lake - Oaks Arm in Center of Lake (DWR Site CL-04),Lake County,Lake County,No,"12/21/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting winter cyanobacteria monitoring. 
Lab results for Microcystin analysis of this site:
12/11/2018: 0.36 ug/L (below advisory level)
11/14/2018: Non-Detect

10/19/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting summertime cyanobacteria monitoring. 
Lab results for Microcystin analysis of this site:
10/16/2018: 0.15 ug/L (below Caution, no advisory)
10/03/2018: Not sampled
09/18/2018: 0.16 ug/L (below advisory levels)
08/21/2018: 4.7 ug/L (above Caution level)
06/19/2018: Non-Detect

05/24/2018: Elem Indian Colony and Big Valley Rancheria Band of Pomo Indians conducting (Dec 2017-May 2018) winter cyanobacteria monitoring. Cyanobacteria (Dolichospermum sp.) becoming visible in many locations around the lake.
Lab results for Microcystin analysis:
05/21/2018 - Non-Detect
04/17/2018 - Non-Detect
02/20/2018 - Non-Detect
01/23/2018 - Non-Detect
12/19/2017 - 0.10 ug/L* 
*(quantitation limit is 0.15 ug/L; values below quantitation limit should be considered an estimated value.)",None,Clear Lake - Oaks Arm in Center of Lake (DWR Site CL-04),12/11/2018,Analytical,TRUE
1905,9/16/2019 0:00,58:11.0,5,17,39.0116,-122.69611,1/23/2019,No,No,Lake,"Clear Lake - Oaks Arm, Center of the Lake (DWR Site CL-4)",Lake County,Lake County,No,"Summer Cyanobacteria Monitoring Program conducted by the Big Valley Rancheria and Elem Indian Colony tribes. Sampling from June - October 2019. Results from monitoring listed by most recent date, and data found on Big Valley EPA website: https://www.bvrancheria.com/clearlakecyanotoxins
08-13-2019: 0.11 ug/L microcystin; No advisory for recreation
07-09-2019: Non-Detect; No advisory for recreation
06-25-2019: Non-Detect; No advisory for recreation",None,"Clear Lake - Oaks Arm, Center of the Lake (DWR Site CL-4)",8/13/2019,Analytical,TRUE
